Nama;Gender;Bahasa;Inggris;TIK;Matematika;Fisika;Kimia;Biologi;Geografi;Sosiologi;Antropologi;Extra_Kurikuler;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Bob Tennant;Wanita;88,3;82,2;83,9;83,7;72,7;77,9;61,8;73,8;79,4;84;Ekskul_6;Kos;Bekerja;NA;2009;Karawang;UKM_1;Tidak;6;FTI
Bob Thatcher;Wanita;76,8;61,2;62,4;73,9;60,4;65,3;72,8;74,9;82,3;79,2;Ekskul_4;NA;Bekerja;Orang Tua;2007;Bogor;UKM_4;Ya;5;FISIP
Bob Thomas;Wanita;88,1;78,8;74,2;81,3;66,6;88,5;70,9;68,2;65,3;84,7;Ekskul_4;Kos;Bekerja;Beasiswa;2009;Karawang;UKM_1;Ya;4;FTI
Bob Trent;Wanita;63,6;80,1;87,4;66,6;74,5;69,8;67,9;60,4;64,3;65,4;Ekskul_1;Kos;Bekerja;Beasiswa;2009;Bekasi;UKM_3;Ya;6;FTI
Bob Villiger;Wanita;65,2;64,7;72,3;72,5;76,3;63,9;88,5;82,7;NA;84,6;Ekskul_2;NA;Bekerja;Beasiswa;2009;Tangerang;UKM_2;Ya;7;FISIP
Bob Vinton;Pria;70,4;77,9;69;86,1;71,6;67,8;69;63,7;73,5;72,7;Ekskul_2;Orang Tua;Bekerja;Beasiswa;2009;Bekasi;UKM_1;Tidak;4;FIKOM
Bob Warner;Wanita;60,2;66,2;NA;65,6;60,3;76,3;62,6;64,1;82,8;72,8;Ekskul_5;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_1;Tidak;7;DKV
Bob Wigley;Wanita;64;65,2;84,7;76,6;73,5;71,7;67,8;73,7;77,8;63,3;Ekskul_3;Kos;Belum;Orang Tua;2007;Jakarta;Tidak;Tidak;6,5;FIKOM
Bob Wills;Pria;67,3;66,1;64,9;64,8;63,6;61,4;72;60,2;73;73,6;Ekskul_3;Kos;Bekerja;Beasiswa;2007;Tangerang;UKM_1;Ya;5,5;FTI
Bob Wilson;Wanita;86,9;61,4;87,4;72,1;61,4;88,6;65,8;72;71,8;72,1;Ekskul_4;Kos;Bekerja;NA;2007;Jakarta;UKM_4;Ya;3,5;FISIP
Bob Wilton;Wanita;83,4;66,2;60,2;68,4;83,5;69,7;76,1;78,9;63,1;81,1;Tidak;Kos;Belum;Orang Tua;2009;Bogor;UKM_4;Ya;4;FTI
Bob Wood;Wanita;64,9;79,4;NA;74,9;82,7;60,6;80,4;74,7;64,3;80,5;Ekskul_1;Kos;Bekerja;NA;2009;Serang;UKM_1;Ya;5,5;DKV
Boris Aldridge;Pria;71,6;62,6;60,9;67,6;70;73,4;85,7;87,3;63,6;63;Ekskul_2;Orang Tua;Belum;Orang Tua;2008;Bekasi;UKM_2;Tidak;7;FISIP
Boris Boyle;Wanita;78,8;61,5;60,5;88,5;65,4;63,7;84,5;84,9;81,4;70,7;Tidak;NA;Bekerja;Beasiswa;2009;Bogor;Tidak;Ya;4;DKV
Boris Buckley;Pria;73,6;85,8;77,9;81,8;65;81,7;78,3;69,4;78,2;60,5;Tidak;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Ya;3,5;DKV
Boris Clarkson;Wanita;68,2;71,9;75,1;62,8;78,5;70,7;85,9;62,7;68,3;82,2;Ekskul_3;Orang Tua;Bekerja;Orang Tua;2009;Bogor;UKM_4;Tidak;7;DKV
Boris Connell;Pria;73,6;63,7;63,1;83,8;67,5;73,3;79,1;67;70,2;83,1;Ekskul_3;Orang Tua;Belum;Orang Tua;2008;Serang;UKM_4;Ya;7;FTI
Boris Cooper;Wanita;78,8;86,3;64,9;67,4;64,1;85;62,5;74,9;NA;64,7;Ekskul_6;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_4;Tidak;4;DKV
Boris Dillon;Wanita;80,2;81;72,4;88;77,5;78,3;86,1;83,3;73,6;84,1;Ekskul_2;Orang Tua;Belum;Beasiswa;2007;Serang;UKM_4;Tidak;5,5;FIKOM
Boris Dwyer;Wanita;65,7;72,9;74,4;82,8;70,1;62,9;68,7;75;74,5;87,3;Ekskul_3;NA;Bekerja;Orang Tua;2008;Tangerang;UKM_1;Tidak;3,5;DKV
Boris Fulton;Wanita;65;77,3;NA;85,6;81,7;70,5;80,7;64,9;63,7;68,6;Tidak;Orang Tua;Bekerja;NA;2007;Bogor;UKM_4;Tidak;6;FT
Boris Garcia;Pria;85;73,6;82;72,2;61,6;84,3;75,9;85,9;78,5;81,8;Ekskul_6;Kos;Belum;Orang Tua;2008;Bogor;UKM_3;Tidak;5;FIKOM
Boris Graham;Pria;87,3;69,6;69,4;66,9;83,5;79,2;64,5;80,9;64,7;60,7;Ekskul_3;NA;Belum;Beasiswa;2009;Bogor;UKM_1;Ya;6;FTI
Boris Gregory;Pria;60,8;87,9;88,6;79,5;70,2;69,3;67;66,6;85,5;66,8;Ekskul_2;Kos;Belum;Orang Tua;2009;Serang;Tidak;Ya;3,5;DKV
Boris Harris;Wanita;80,3;87,9;72,6;69,4;76,5;86;68,9;82,6;64,2;87,4;Tidak;Kos;Bekerja;Beasiswa;2009;Jakarta;Tidak;Tidak;6;FIKOM
Boris Ianson;Wanita;79,3;81,3;77,2;61,9;68,4;86,2;68,5;61,6;77,2;87,4;Ekskul_3;Orang Tua;Bekerja;Beasiswa;2008;Serang;UKM_3;Ya;4;FT
Boris Ingram;Wanita;84,7;85,4;80,4;85,8;65,9;61,9;86,1;83,4;79,2;66,7;Ekskul_2;Orang Tua;Belum;Orang Tua;2008;Bekasi;UKM_4;Ya;6,5;FT
Boris Jefferson;Wanita;69,2;80,7;65,1;73,7;84,7;86,9;76,2;66,5;86,6;79;Ekskul_6;NA;Bekerja;Beasiswa;2009;Karawang;UKM_2;Ya;4;FT
Boris Kaur;Pria;61,7;80,2;84,5;60,4;86,2;69,5;63,4;66,3;69,7;63,4;Ekskul_1;NA;Bekerja;NA;2008;Tangerang;UKM_4;Tidak;7;FIKOM
Boris King;Wanita;68,4;67,2;82;86,1;64,9;80,1;69,1;64,3;61,1;86,9;Ekskul_1;NA;Belum;Orang Tua;2007;Tangerang;Tidak;Ya;7;FTI
Boris Larkin;Wanita;73,8;62,8;62,4;71,3;79,4;78,1;78;76,9;73,6;65,6;Ekskul_2;NA;Bekerja;Orang Tua;2009;Bekasi;Tidak;Tidak;7;FISIP
Boris Mason;Wanita;77,3;68,2;66,3;84,1;75,8;71,5;64,8;64,6;80,9;87,4;Ekskul_6;Kos;Bekerja;Orang Tua;2007;Serang;UKM_4;Ya;5,5;FT
Boris Nayler;Pria;78,6;80,2;74,8;61,7;87,1;67,8;78,5;67,5;77,8;79,1;Tidak;NA;Bekerja;Orang Tua;2009;Karawang;UKM_3;Tidak;5,5;FIKOM
Boris Nicolas;Pria;76,5;62,2;83;64,4;75,1;67,4;72,1;62,2;68,4;75,8;Ekskul_3;NA;Bekerja;NA;2008;Jakarta;UKM_2;Tidak;6,5;FISIP
Boris Noon;Pria;65,6;88,3;77;65,7;83,2;75,9;84,8;72,7;66,8;83,7;Ekskul_5;NA;Belum;NA;2008;Serang;Tidak;Ya;4,5;FIKOM
Boris Oswald;Wanita;85,3;70,2;82,5;70,3;86,8;79,7;77,9;73,2;87,2;82,2;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_3;Tidak;5,5;DKV
Boris Page;Wanita;81,1;77;73,6;63;67,2;81,2;81,6;61,4;79,3;80,9;Ekskul_5;Kos;Belum;NA;2007;Bekasi;UKM_4;Tidak;3,5;DKV
Boris Potter;Pria;85,5;84,4;86,9;69,8;83,3;73,7;75,2;62;75,5;64,7;Ekskul_3;NA;Belum;NA;2007;Karawang;Tidak;Ya;3,5;FTI
Boris Quinn;Wanita;63;81,9;73,9;74,6;78,8;73,6;73,1;76,7;87,1;72;Ekskul_3;Kos;Belum;Orang Tua;2007;Tangerang;UKM_4;Ya;5,5;FTI
Boris Ranks;Wanita;62,5;63,1;87,3;87,8;61;69,1;66,8;62,4;85,3;85,8;Ekskul_6;Orang Tua;Bekerja;NA;2007;Karawang;UKM_1;Tidak;3,5;FISIP
Boris Robertson;Pria;62;65,6;87;64,9;71,6;67;71,6;81,5;NA;86,8;Ekskul_3;NA;Belum;NA;2008;Tangerang;UKM_3;Ya;5;DKV
Boris Ross;Wanita;60,9;65,8;72,7;77;77,8;85,4;71,3;76,6;88,4;82,8;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2009;Karawang;Tidak;Ya;4,5;FIKOM
Boris Rowan;Pria;71,8;75,2;70,1;75,4;86,1;86,6;61,4;74,5;NA;NA;Ekskul_4;Kos;Belum;Beasiswa;2009;Jakarta;UKM_4;Ya;4,5;FTI
Boris Simmons;Pria;87,4;73,4;86,6;79;68,3;77,6;63,3;76,8;87,7;64,5;Ekskul_2;Orang Tua;Bekerja;NA;2009;Karawang;UKM_2;Tidak;6;FISIP
Boris Stewart;Pria;79,9;72,3;62,8;65,9;76,7;87,8;81,8;72,2;78,1;83,8;Ekskul_4;Orang Tua;Belum;Beasiswa;2009;Bekasi;UKM_1;Tidak;5;FT
Boris Stuart;Wanita;67,3;74,8;84,3;88,5;63;66,5;88,6;67,6;75,2;85;Ekskul_1;NA;Belum;Beasiswa;2007;Bogor;UKM_1;Ya;3,5;FIKOM
Boris Swan;Pria;79,5;68,1;62,5;74,8;72,1;63,8;83,7;82,5;71;81,9;Ekskul_5;Kos;Belum;NA;2007;Tangerang;Tidak;Tidak;5,5;DKV
Boris Thorne;Wanita;61,8;72,5;61,8;87,2;88,4;83,2;74;71,4;66,2;75;Ekskul_4;Orang Tua;Bekerja;NA;2009;Karawang;UKM_3;Tidak;5,5;DKV
Boris Thorpe;Wanita;61,1;73,7;61,5;71,9;70,9;88,3;66,1;81,2;84,2;78,5;Ekskul_3;Orang Tua;Bekerja;NA;2009;Jakarta;UKM_1;Tidak;6,5;FT
Boris Truscott;Pria;83,5;74,8;73,2;68,7;81,8;70;76,6;74,3;65,6;73,2;Ekskul_3;NA;Belum;NA;2007;Karawang;Tidak;Tidak;7;FISIP
Boris Upsdell;Wanita;85;81,7;84,8;80,9;82,3;84,1;72,4;66,3;83;63,8;Ekskul_1;Orang Tua;Bekerja;Beasiswa;2007;Karawang;UKM_2;Ya;5;FISIP
Boris Vallins;Wanita;66,1;78,9;NA;80,2;66;85,8;67,5;87;78,7;66,6;Ekskul_3;Orang Tua;Belum;NA;2008;Serang;UKM_4;Ya;4;FISIP
Boris Walsh;Pria;74,4;78,3;78;70,1;80,7;81,8;68,8;86,9;78;62,9;Ekskul_5;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_2;Ya;4;FISIP
Boris Watson;Pria;69,9;87,4;86,6;80,1;66,8;80,4;78,7;71,7;NA;61,2;Ekskul_6;Kos;Bekerja;NA;2008;Bogor;Tidak;Tidak;7;FIKOM
Boris Wilkinson;Wanita;79,4;86,6;74,1;75,4;71,8;84;84,4;63,2;80,4;63,3;Ekskul_5;Orang Tua;Belum;NA;2008;Tangerang;UKM_3;Tidak;4;FISIP
Boris Wills;Pria;71,9;62,3;79,4;76,2;85,5;88,1;74,1;61,1;68,8;71,8;Ekskul_1;Orang Tua;Belum;NA;2009;Serang;UKM_2;Ya;3,5;FT
Boris Yard;Wanita;61,8;87;86,8;80;86,1;74;60,2;74,8;73,2;81,5;Ekskul_1;Kos;Bekerja;Orang Tua;2008;Karawang;UKM_1;Tidak;4;FT
Brad Adams;Pria;86,4;81,9;66,4;77,8;83,7;62,6;63,4;76,4;73,6;87,4;Tidak;Kos;Belum;NA;2008;Bogor;UKM_2;Ya;7;FIKOM
Brad Bennett;Wanita;64,3;83,7;68,8;76,4;79,9;75;73,4;82;78,5;63,2;Ekskul_6;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_2;Ya;5;FT
Brad Booth;Pria;63,3;75,3;85,5;88,3;81,1;83,7;85,7;81,6;85,3;67;Ekskul_4;Orang Tua;Bekerja;NA;2007;Bekasi;Tidak;Tidak;6;FISIP
Brad Fenton;Wanita;86,4;83,3;82,7;76,4;66,5;74,1;60,2;85,7;67,2;70,8;Tidak;Kos;Belum;Beasiswa;2008;Serang;UKM_1;Tidak;7;DKV
Brad Hammond;Pria;61,5;75,7;77,5;60,5;86,4;66,1;62,3;82,5;61;71;Ekskul_5;NA;Belum;Beasiswa;2009;Bekasi;UKM_1;Ya;4,5;DKV
Brad Herbert;Pria;76,2;74,7;75,6;84,9;70;75,5;76,2;83,7;65,3;NA;Ekskul_2;NA;Belum;Orang Tua;2007;Karawang;UKM_3;Tidak;6;FISIP
Brad Holmes;Wanita;82,3;65,5;NA;65,4;87,5;86,8;72,7;63,3;NA;71,9;Ekskul_3;Kos;Bekerja;Orang Tua;2008;Serang;UKM_1;Ya;3,5;DKV
Brad Hood;Wanita;65,8;74,9;68,2;74,9;72,3;77,2;74,2;84,5;84;78,9;Ekskul_5;Kos;Bekerja;Beasiswa;2008;Serang;UKM_1;Ya;7;FISIP
Brad Huggins;Pria;65,1;87,6;86,8;72,7;63,3;76,8;77,8;72,4;80,4;66,4;Ekskul_2;Orang Tua;Belum;Orang Tua;2009;Serang;UKM_2;Tidak;5;FIKOM
Brad Hunt;Pria;83;63,4;69,3;81,7;61,7;60,5;77,3;64,3;78,7;84,6;Ekskul_5;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;UKM_3;Tidak;6,5;FIKOM
Brad Jarvis;Pria;63;82,6;64,2;60,9;69,8;81,1;60,9;63,6;81,6;80,6;Ekskul_1;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_4;Tidak;6,5;DKV
Brad Jones;Wanita;71,8;84;86,9;82,4;69,3;65,2;70,3;79,3;79,6;78,3;Ekskul_4;Kos;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;4,5;FT
Brad Knight;Wanita;70,3;80;74;61,1;70,7;68,2;72,9;66,7;70,7;69,8;Ekskul_1;NA;Bekerja;Beasiswa;2008;Serang;UKM_4;Ya;5;FT
Brad Little;Pria;61,7;71;65;85,5;88,1;76,4;71,5;86,7;63,5;82,1;Ekskul_2;NA;Belum;Orang Tua;2009;Bekasi;UKM_4;Ya;6,5;FISIP
Brad Marshall;Pria;62,2;72,9;76,1;85,9;78;83,8;77,4;66,5;NA;75,7;Ekskul_6;Orang Tua;Belum;Orang Tua;2007;Serang;Tidak;Ya;5;FT
Brad Mcgee;Pria;84;77,1;83,5;88,3;81,9;63,3;60,6;70,3;63,9;71,2;Ekskul_3;NA;Belum;NA;2007;Tangerang;UKM_3;Ya;6,5;FT
Brad Mooney;Pria;72,9;64,1;74,3;61,8;82,2;74,9;68,2;63,9;67,7;82,2;Ekskul_3;NA;Bekerja;Beasiswa;2008;Bekasi;UKM_1;Ya;7;FISIP
Brad Myatt;Wanita;63,9;82,6;62,4;80,6;67,9;64;80,7;83,2;79,7;76,6;Ekskul_1;Kos;Belum;NA;2009;Tangerang;UKM_4;Tidak;4;FT
Brad Niles;Wanita;84,6;64,8;63,7;67,5;65,4;77,5;65,2;65,5;62,9;78,4;Ekskul_6;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_2;Ya;6,5;FISIP
Brad Norburn;Wanita;77,5;62,1;65,6;72,2;80,1;70,9;88,6;87,7;80,5;87;Ekskul_2;Orang Tua;Belum;NA;2008;Serang;UKM_1;Tidak;5,5;FIKOM
Brad Oliver;Wanita;62,7;69,7;63,1;61,8;60,7;86,9;88,3;64,7;73,7;85,9;Ekskul_3;Orang Tua;Belum;Beasiswa;2009;Jakarta;Tidak;Tidak;5,5;FT
Brad Osman;Wanita;81,2;62,3;67,7;87,7;69,1;81,8;63,9;78;61,1;60,3;Ekskul_3;Kos;Belum;Beasiswa;2008;Karawang;UKM_2;Ya;5;FISIP
Brad Potter;Pria;84,1;83,1;67,9;70,3;78,7;73,8;81,5;87,5;75,3;69,2;Ekskul_2;NA;Bekerja;Beasiswa;2009;Jakarta;Tidak;Ya;4;FIKOM
Brad Preston;Wanita;68,7;66,1;71,1;86,8;71,3;86,9;83;88,6;86,5;64,5;Ekskul_5;NA;Belum;NA;2007;Tangerang;Tidak;Tidak;5;DKV
Brad Purvis;Pria;63,2;68,7;71,1;66,6;81,4;88,4;85,3;79,5;74,8;63,7;Ekskul_1;Kos;Bekerja;NA;2008;Bogor;UKM_3;Ya;5,5;FIKOM
Brad Randall;Pria;65,9;67,8;64,7;62,7;79,7;88;64,7;64,4;62,4;79,9;Tidak;Orang Tua;Belum;NA;2008;Karawang;UKM_3;Ya;5;FISIP
Brad Ranks;Wanita;87,3;64;82;74,9;67,4;85,7;68,4;74,2;NA;72,2;Ekskul_4;Kos;Belum;Beasiswa;2009;Bogor;Tidak;Ya;5,5;FISIP
Brad Robe;Pria;83,7;60,8;68,6;83,9;81,8;81,5;79,5;63,5;86;83,9;Ekskul_1;Orang Tua;Belum;NA;2009;Bekasi;UKM_1;Tidak;4;DKV
Brad Rycroft;Pria;72,6;77,3;72,5;67,4;85,8;66,4;60,9;66,9;78,3;88;Ekskul_3;NA;Belum;Beasiswa;2009;Jakarta;UKM_4;Tidak;3,5;DKV
Brad Salt;Wanita;83,5;75,8;79,5;68;72,5;84,3;74,3;78,1;66,2;61;Tidak;Orang Tua;Bekerja;NA;2007;Serang;UKM_3;Tidak;4,5;FT
Brad Shaw;Pria;75,7;75,7;69,4;75,4;85,4;82,8;78,6;68,4;67;75,9;Ekskul_4;Kos;Belum;NA;2008;Karawang;UKM_4;Tidak;7;DKV
Brad Steer;Wanita;71,5;70;73,9;61,3;66,5;70,2;83,3;71,4;64,6;60,2;Ekskul_2;NA;Bekerja;Beasiswa;2009;Bekasi;Tidak;Tidak;6,5;DKV
Brad Tait;Pria;70,9;78;74,5;81,1;87,6;65,1;61,8;85,9;80,2;60,6;Ekskul_6;Orang Tua;Bekerja;NA;2008;Karawang;UKM_1;Ya;4;FTI
Brad Thompson;Pria;78,4;61,4;78,1;76,5;87,4;73,7;63,6;64,5;78,1;NA;Tidak;Orang Tua;Belum;Orang Tua;2008;Serang;UKM_2;Tidak;6,5;FIKOM
Brad Thomson;Wanita;72,9;67,6;60,9;62,2;82,3;62,1;65,1;70,2;67,6;61,1;Ekskul_6;NA;Bekerja;Orang Tua;2007;Bekasi;Tidak;Tidak;4;FT
Brad Todd;Pria;76,7;77,6;68,7;72;65,4;85,8;83,3;73,7;76,1;67,7;Ekskul_3;NA;Bekerja;NA;2009;Tangerang;Tidak;Ya;3,5;FT
Brad Ulyatt;Wanita;87;70,3;85;66;75,2;68,1;62,9;63,5;88,2;NA;Ekskul_3;Orang Tua;Belum;Orang Tua;2008;Tangerang;UKM_1;Tidak;6,5;FTI
Brad Webster;Pria;72,2;83,9;79,1;85,6;65,6;61,2;80,1;62,9;83,1;66,8;Ekskul_6;NA;Bekerja;NA;2008;Tangerang;UKM_4;Ya;6,5;FISIP
Brad Wellington;Wanita;66,2;65,7;88,5;66,9;74,5;79,2;62,5;80,5;85,2;85,7;Ekskul_3;Kos;Bekerja;NA;2007;Tangerang;UKM_4;Ya;3,5;FTI
Bree Avery;Pria;60,5;88,5;64,9;69,9;81;63;72,6;60,1;72,8;71,9;Ekskul_4;NA;Belum;Beasiswa;2007;Serang;UKM_3;Ya;4,5;FIKOM
Bree Blackburn;Wanita;87,4;78,8;67,3;78;68,3;64,9;76,1;60,5;83,6;73,9;Ekskul_4;Kos;Belum;Beasiswa;2008;Tangerang;UKM_4;Ya;5,5;DKV
Bree Cadman;Pria;78,9;78,7;62,7;66;76,6;70,5;70,4;83,3;79,9;80,9;Ekskul_4;Kos;Belum;Beasiswa;2008;Tangerang;UKM_2;Ya;3,5;DKV
Bree Dubois;Pria;66,3;85,2;65;84,1;71,2;64,9;84,1;68,7;88;67,6;Ekskul_4;NA;Belum;Orang Tua;2009;Tangerang;Tidak;Ya;5;FTI
Bree Dyson;Wanita;62,2;64,2;76,6;85,5;70,7;67,2;69,3;76,8;73,1;66,3;Ekskul_5;Orang Tua;Belum;NA;2009;Tangerang;Tidak;Ya;6;DKV
Bree Eaton;Wanita;76,7;68,7;NA;81,6;73,3;71,3;78,6;76,8;76,6;67;Ekskul_6;Kos;Bekerja;Beasiswa;2008;Karawang;UKM_3;Tidak;5,5;FT
Bree Emmott;Pria;88,5;82,4;69,3;71,4;87,9;83,5;65,4;81,7;74,1;76,8;Ekskul_1;Kos;Bekerja;Beasiswa;2008;Karawang;UKM_2;Ya;4;FIKOM
Bree Flett;Pria;77,7;71,9;65,2;86,6;66,3;87,1;85,7;79,1;80,4;73,9;Ekskul_6;Kos;Bekerja;NA;2008;Bekasi;Tidak;Tidak;6;DKV
Bree Grady;Pria;75,7;86;84,6;82,3;62;85,1;84,3;72,6;75,1;87;Ekskul_4;Kos;Bekerja;Orang Tua;2007;Karawang;UKM_4;Tidak;6,5;DKV
Bree Griffiths;Pria;66;71,3;61,2;84;60,5;61,2;83,6;88,5;65,8;76,5;Ekskul_6;Kos;Bekerja;NA;2008;Jakarta;UKM_3;Ya;6;FTI
Bree Kidd;Wanita;74,2;77,2;70,1;82,5;81,5;81,4;67,7;81,6;81,9;68,3;Ekskul_4;Kos;Bekerja;NA;2007;Serang;UKM_4;Tidak;4,5;FTI
Bree Rogan;Pria;86,4;69,8;63,8;65,4;70,8;60,2;85;71,3;75,2;74,1;Ekskul_3;Kos;Bekerja;Beasiswa;2009;Karawang;UKM_1;Tidak;5;FISIP
Bree Steer;Pria;61,4;81;80;75,9;65,2;63,8;68,3;82,3;70,1;78,6;Ekskul_4;Kos;Bekerja;NA;2008;Bekasi;Tidak;Tidak;6,5;DKV
Bree Stone;Wanita;73,5;66,4;64,4;72,2;77,7;82,6;67,1;81,2;70,2;68;Ekskul_1;Kos;Belum;Orang Tua;2007;Karawang;UKM_3;Tidak;6;DKV
Bree Taylor;Pria;83,6;69,2;61,3;60,8;86,4;85,2;64,5;74,4;65,8;71,4;Ekskul_1;Kos;Belum;Beasiswa;2007;Karawang;UKM_3;Tidak;5;FT
Bree Veale;Pria;64,1;79,5;75,1;85;73,6;83,7;69,3;78,3;85,8;80,1;Ekskul_1;Kos;Belum;Beasiswa;2007;Tangerang;UKM_1;Tidak;4;FISIP
Bree Walker;Pria;87;75,3;62;86,7;81,7;66,5;80,1;60,3;67,7;69,3;Ekskul_6;Kos;Belum;Beasiswa;2009;Jakarta;UKM_1;Ya;5;FTI
Bree Yard;Pria;85;60,3;75;83,5;76,3;85,4;85,4;70,8;69,7;86,6;Ekskul_1;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;UKM_3;Tidak;5;FIKOM
Bridget Cox;Pria;73,4;82,6;70,9;83,4;62,1;74,6;62,3;70,7;67;63,2;Ekskul_3;Kos;Bekerja;NA;2008;Karawang;UKM_2;Ya;6,5;FISIP
Bridget Garcia;Wanita;74,5;65,3;62;85,6;69;71,5;86,1;62,8;76,8;82;Ekskul_2;Kos;Belum;Orang Tua;2007;Karawang;UKM_4;Ya;5;DKV
Bridget Grey;Wanita;83,7;82,3;69;81,6;82,5;74,6;62,8;66,2;69,2;64,9;Tidak;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Tidak;6,5;FIKOM
Bridget Johnson;Pria;68,5;77,5;72,2;68,4;83,9;88;73,2;83,6;71,7;62,9;Ekskul_2;Orang Tua;Bekerja;Orang Tua;2008;Serang;UKM_4;Tidak;3,5;DKV
Bridget Locke;Wanita;82,4;83,3;65,2;78,7;60,3;64,1;72,4;77,8;82,5;69,6;Ekskul_1;Kos;Bekerja;Beasiswa;2007;Karawang;UKM_4;Ya;5;FT
Bridget Mitchell;Wanita;72;62,3;83,3;62,6;78,4;80,2;78,1;60,7;87,2;81,7;Ekskul_6;NA;Belum;NA;2007;Bogor;UKM_1;Ya;4;FIKOM
Bridget Morley;Pria;69,9;67,3;66,4;78,9;75,7;84,9;79,1;61,1;77,7;85,2;Tidak;Orang Tua;Belum;Beasiswa;2007;Bekasi;UKM_4;Tidak;3,5;DKV
Bridget Mould;Pria;61,3;70,5;84,4;70,2;74,5;75,2;64,5;78;83,8;88;Ekskul_2;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_2;Ya;5;FTI
Bridget Penn;Wanita;77,1;79,4;63,1;68,4;63,9;69;81,9;72,7;66,4;69,4;Ekskul_1;Kos;Bekerja;NA;2009;Jakarta;Tidak;Ya;7;FISIP
Bridget Preston;Wanita;80,7;63,8;73,9;68,1;87,3;74,1;67,4;64,8;63,5;64,1;Ekskul_1;Kos;Bekerja;Beasiswa;2009;Serang;UKM_2;Ya;3,5;FT
Bridget Webster;Wanita;86,6;62,6;60,5;81,4;78,2;80,7;77,8;80,9;75,8;64,7;Ekskul_1;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_4;Tidak;4,5;FT
Bristol Garner;Wanita;69,7;60,8;74;87;60,8;80,6;66,7;62,6;82,2;74,7;Ekskul_2;Orang Tua;Belum;Beasiswa;2008;Serang;UKM_2;Tidak;3,5;FT
Bristol Gibbons;Pria;67,8;63,4;80,2;64,9;76;60,3;64,3;76,7;77,6;68,4;Ekskul_6;Kos;Belum;NA;2009;Karawang;UKM_1;Ya;5;FISIP
Bristol Gordon;Pria;72,3;68,6;82,9;65;83,9;70,8;63,7;62;75,3;75,3;Ekskul_1;NA;Belum;Beasiswa;2007;Serang;UKM_1;Tidak;3,5;FISIP
Bristol Jenkins;Pria;65,8;60,6;86,9;78,2;67,4;67,3;66,6;66,3;79,1;62,6;Ekskul_1;Orang Tua;Bekerja;NA;2009;Tangerang;UKM_3;Tidak;5;FISIP
Bristol John;Pria;80,6;74,6;74,8;61,7;84,1;80,3;85,4;67,4;62,2;83,6;Ekskul_1;Kos;Belum;NA;2008;Jakarta;UKM_4;Ya;5,5;DKV
Bristol Larsen;Wanita;76,9;84,1;63,4;71,4;82,4;65,7;85,2;87,7;86,1;75,6;Ekskul_6;NA;Bekerja;Beasiswa;2008;Serang;Tidak;Tidak;5;FISIP
Bristol Nurton;Wanita;80;80,2;74,5;67,5;79,3;82,8;67,7;80,2;61,3;75,4;Ekskul_1;Kos;Bekerja;Orang Tua;2008;Karawang;UKM_1;Ya;6;FT
Bristol Osman;Wanita;61,6;61;66,7;80,2;76,9;81,6;76,6;88;83,8;73,8;Ekskul_3;Orang Tua;Belum;NA;2009;Bogor;UKM_4;Tidak;5,5;DKV
Bristol Palmer;Wanita;70,9;65,6;60,7;64;70;79,9;87,6;73,6;77,8;66,3;Ekskul_2;Kos;Belum;Orang Tua;2008;Tangerang;UKM_2;Tidak;6,5;FT
Bristol Parker;Wanita;76,6;69,1;76,2;69,8;62,2;80,5;66,7;70,9;67,3;85,2;Ekskul_2;Kos;Belum;NA;2009;Jakarta;UKM_4;Tidak;4;FISIP
Bristol Reid;Pria;68,5;72,9;63,8;61;70,8;65,3;85,1;66,2;62,1;75,5;Ekskul_5;NA;Belum;NA;2009;Tangerang;UKM_3;Ya;3,5;FISIP
Bristol Strong;Pria;79,4;66,8;61,5;83;79,6;67,4;87,7;60,3;75,9;63,6;Ekskul_4;Kos;Bekerja;NA;2007;Karawang;UKM_3;Tidak;4,5;FT
Britney Alexander;Pria;80;63,3;73,5;77;88,5;80,4;68,8;76,6;63,6;71,1;Ekskul_2;Kos;Belum;Beasiswa;2007;Karawang;UKM_4;Tidak;3,5;FT
Britney Alldridge;Pria;78,9;79,9;82,5;78,4;64,8;79,9;81,1;88,2;69,6;69,2;Ekskul_1;Kos;Belum;Beasiswa;2007;Tangerang;UKM_1;Ya;6;FIKOM
